SMILES;CNN_VS;Vina pKi;Target protein
O=C(/C(=C\c1ccc([N+](=O)[O-])c(O)c1)SCc1ccc(Br)cc1)c1ccc([N+](=O)[O-])cc1;4.165395;7.578595305;Acetylcholinesterase
O=C(/C=C/c1ccccc1)O[C@@H]1[C@H]2OC(=O)C[C@H]2O[C@@H]1[C@H](OC(=O)/C=C/c1ccccc1)c1ccccc1;3.935576;6.430878732;Acetylcholinesterase
COc1ccc(Cn2cc(CO/N=C/c3c(c4ccc(F)cc4)nc4ccc(Br)cn34)nn2)cc1;7.2325924;6.772091767;Acetylcholinesterase
CCCOC1C[C@H](O)C[C@@H](/C=C/c2c(C(C)C)nc(N(C)S(C)(=O)=O)nc2c2ccc(F)cc2)O1;5.751603;5.218303483;Acetylcholinesterase
Cc1cc(C)nc(SCc2nnc(SCC(=O)Nc3ccc(C(F)(F)F)cc3)n2Cc2ccco2)n1;6.3707104;7.197903075;Acetylcholinesterase
O=S(=O)(c1ccc(N2CCN(c3ccc(F)cc3)CC2)cc1)N(Cc1c[nH]cn1)CC1CCCCC1;5.1995298;7.564495593;Acetylcholinesterase
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C(=O)CCC(C)C)CCO1;5.5933983;7.197903075;Acetylcholinesterase
CCCCCCCCn1cc(COc2ccc(/C=C/C(=O)c3ccc4c(c3O)CCC(C)(C)O4)cc2)nn1;3.9914064;7.472847463;Acetylcholinesterase
c1ccc2cc(Cn3cc[n+](CCCCCCCn4cc[n+](Cc5ccc6ccccc6c5)c4)c3)ccc2c1;6.2171016;7.395299046;Acetylcholinesterase
CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2cnc(CCC3(O)CCOCC3)cn2)cc1Cl;4.7695937;6.843295314;Acetylcholinesterase
CC(C)=CCN(Cc1cc2c(=O)n(C)c(C)nc2cc1Cl)c1ccc(C(=O)NCc2cccnc2)cc1;5.07318;7.761891563;Acetylcholinesterase
COc1cc(/C=C/C(=O)C2=C(/C=C/c3ccc(O)c(OC)c3)NC(=S)NC2c2ccc(O)cc2)ccc1O;3.6861696;5.899319582;Acetylcholinesterase
CC(C)(C)CCC(CCC(F)(F)F)[NH+]1CCC(F)(F)[C@H](CC(=O)[O-])[C@H]1c1ccc(C(F)(F)F)cc1;3.0012813;5.218303483;Acetylcholinesterase
CCOc1c(Cl)cc(Cl)cc1c1cnc([C@@H](C)NC(=O)C2(NC(=O)c3ccno3)CC2)c(F)c1;5.0337955;7.465797607;Acetylcholinesterase
CN=S(=O)(c1ccc(CNC(=O)c2cn(C(C)C)c(C)c(c3cccc(C(F)F)c3)c2=O)cc1)N(C)C;7.1629344;7.212002788;Acetylcholinesterase
C=CC(=C)CC[C@@]1(C)[C@@H]2C[C@@H](OC(=O)CC)C=C3[C@@H](OC(=O)CCC)O[C@@H](OC(C)=O)[C@]32[C@@H](OC)C[C@H]1C;6.2239862;4.195369364;Acetylcholinesterase
Cn1c(SCC(=O)Nc2ccc3nc(SCC(=O)N4CCCC4)sc3c2)nnc1c1ccccc1;5.9097084;7.254301924;Acetylcholinesterase
CCOC(=O)CCCCCOc1cccc(CN(C(=O)c2ccc(c3cccc([N+](=O)[O-])c3)cc2)C(C)C)c1;3.577592;6.044546618;Acetylcholinesterase
Cn1c(Cc2nn(C)c(=O)c3ccccc23)nnc1SCCCC(=O)Nc1ccc(Cl)cc1Cl;6.195906;7.874689261;Acetylcholinesterase
CCS(=O)(=O)c1ncc(N(Cc2ccc(F)cc2)Cc2ccco2)c(C(=O)Nc2cc(C)ccc2C)n1;6.8136686;5.795686698;Acetylcholinesterase
C=C/C(C)=C\C[C@@]1(C)[C@@H]2C[C@@H](OC(=O)CC(C)C)C=C3[C@@H](OC(C)=O)O[C@@H](OC(C)=O)[C@]32[C@@H](O)C[C@H]1C;3.2701275;5.565156403;Acetylcholinesterase
C[N+](C)(CC(=O)c1ccc(c2ccc(C(=O)C[N+](C)(C)CC3CCCCC3)cc2)cc1)CC1CCCCC1;4.926636;7.895838829;Acetylcholinesterase
COC(=O)CCC[C@H]1CC2(C[C@H](CCCO[Si](C)(C)C(C)(C)C)N1C(=O)OC(C)(C)C)OCCO2;4.8654948;4.570421708;Acetylcholinesterase
CCCCCCc1c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)ncn(c2cccc(Cl)c2)c1=O;6.2251979;6.206693308;Acetylcholinesterase
CCc1c2[n+](cc3c(OCc4cccc([N+](=O)[O-])c4C)c(OC)ccc13)CCc1cc(OC)c(OC)cc1-2;5.0459664;7.324800485;Acetylcholinesterase
O=C(COc1ccc(OCCCCSc2nc3ccccc3o2)cc1)COc1ccc(C(=O)[O-])cc1;4.4142007;6.729087645;Acetylcholinesterase
CC(C)C[C@@H](COCc1ccc([N+](=O)[O-])cc1)N1CCN(C(=O)c2ccc(C(F)(F)F)cc2)CCC1=O;4.854694;6.134784776;Acetylcholinesterase
CCCCc1nn(c2ccccc2Br)c(=O)n1Cc1ccc(c2ccccc2C2=NNN=N2)cc1;6.2504052;8.072085232;Acetylcholinesterase
Cc1ccc(/C=C/c2onc(C)c2S(=O)(=O)N2CCC(C(=O)NCc3ccc(OC(C)C)cc3)CC2)cc1;2.90977;6.521821876;Acetylcholinesterase
COC(=O)CC[C@H](NC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)cc3F)cc1CC2)C(=O)OC;4.9368325;7.585645161;Acetylcholinesterase
COc1cc2oc(C(=O)c3cc(OC)c(OC)c(OC)c3)c(C)c2cc1NC(=O)CI;5.1610818;6.815095889;Acetylcholinesterase
CCN(CCCNC(=O)c1nn(c2ccc(C)cc2)c(=O)c2c1c1ccccc1n2C)c1cccc(C)c1;5.89424;7.416448614;Acetylcholinesterase
CCCN(CC(=O)Nc1ccccc1C)C(=O)C1CCN(S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1;5.8018493;7.155603939;Acetylcholinesterase
C(#Cc1cccc(C#CCCC[n+]2cccc(c3ccccc3)c2)c1)CCC[n+]1cccc(c2ccccc2)c1;4.3950453;7.952237678;Acetylcholinesterase
CC(=O)C(=C[C@@H]1O[C@H](c2ccccc2)O[C@H](CC(=O)Oc2ccccc2)[C@H]1C(=O)Oc1ccccc1)C(C)=O;2.3384991;6.11011028;Acetylcholinesterase
Clc1ccc(CC[C@@]2(Cn3ccnc3)OC[C@@H](COc3ccc(I)cc3)O2)cc1;5.2483608;6.743892343;Acetylcholinesterase
COc1cc(c2cc(=O)c3ccc(OCCCCn4cnc5cc(C)c(C)cc54)cc3o2)cc(OC)c1OC;6.245174;7.945187822;Acetylcholinesterase
CCOC(=O)[C@]12CCCC=C1N(Cc1ccco1)C(=O)[C@H](CC(=O)NCC13CC4CC(CC(C4)C1)C3)C2;4.0472112;6.784076523;Acetylcholinesterase
C[Si](C)(C)CCC(CCC(F)(F)F)[NH+]1CCC(F)(F)[C@H](CC(=O)[O-])[C@H]1c1ccc(C(F)(F)F)cc1;1.400154;4.609195916;Acetylcholinesterase
CCCS(=O)(=O)N(CC)c1cccc2c3nc4ccc(N(CC)CC)cc4sc-3c/c(=N\CC)c12;7.7374665;5.83869082;Acetylcholinesterase
CCCCc1nn(c2c(Cl)cccc2Cl)c(=O)n1Cc1ccc(c2ccccc2C2=NNN=N2)cc1;6.1229329;6.276486884;Acetylcholinesterase
CCOc1cc(=O)n(C)cc1c1cc(NC(=O)Cn2nc(C)cc2C)ccc1Oc1ccc(F)cc1F;5.7426984;6.1679191;Acetylcholinesterase
CCCNc1ncc(c2cc(c3c(Cl)cc(OC(CC)CC)cc3Cl)nc(c3cnccn3)n2)s1;2.1514368;6.621224847;Acetylcholinesterase
Cc1c(C(=O)NC2CCCCC2)oc2c1C(=O)CC(C)(C)C2;5.9154712;7.437598183;Acetylcholinesterase
Clc1ncnc2c1c(c1ccccc1)cn2c1ccccc1;4.1153334;6.719217846;Acetylcholinesterase
Cc1ccc(S(=O)(=O)c2c(C)cc(C)nc2Cl)c(C)c1;5.1175192;6.703708163;Acetylcholinesterase
Cc1cccc(c2cc3nc(c4ccccc4)cc(O)n3n2)c1;5.226928;7.96633739;Acetylcholinesterase
O=c1cnn(Cc2ccc(Cl)c(Cl)c2)c2ccccc12;5.410234;7.451697895;Acetylcholinesterase
Clc1ccc(c2nnc(c3ccc(Cl)cc3)nn2)cc1;4.208064;7.155603939;Acetylcholinesterase
CC(C)(C)C1CCC(=NOC(=O)c2ccc(F)cc2)CC1;5.6050632;6.810865976;Acetylcholinesterase
C1CCCCCC2(CCCCC1)OOCCCCCOO2;2.5592575;6.247582474;Acetylcholinesterase
O=C1CSC(c2ccc(O)cc2)N1c1ccc(Cl)cc1;4.3467402;6.906744019;Acetylcholinesterase
CC(=O)c1cnn(c2c(Cl)cc(Cl)cc2Cl)c1C;3.9322192;5.72941805;Acetylcholinesterase
Clc1ccc(C2ON=C(c3ccccc3Cl)O2)cc1;3.8369096;6.696658307;Acetylcholinesterase
CC(=O)Oc1ccc2c(=O)cc(c3ccccc3)sc2c1;5.2162597;7.493997032;Acetylcholinesterase
O=C(Nc1ccncc1)Nc1ccc(F)c(C(F)(F)F)c1;5.0774208;6.748827242;Acetylcholinesterase
Clc1ccc2nc(c3cnn(c4ccccc4)c3)[nH]c2c1;4.8030408;7.26135178;Acetylcholinesterase
N#Cc1c(/N=C/c2ccc3ncccc3c2)sc2c1CCC2;6.2255619;7.416448614;Acetylcholinesterase
CC1CCN(C(=O)c2cc(c3ccc(Cl)cc3)on2)CC1;5.408144;7.479897319;Acetylcholinesterase
O=C1OC(c2ccccc2)(c2ccc(O)cc2)c2ccccc21;3.8463172;7.698442858;Acetylcholinesterase
Brc1ccc(c2nnc(c3ccco3)o2)cc1;4.234718;6.060761287;Acetylcholinesterase
Cc1nc2ccccn2c1C(=O)Nc1ccc(C(C)(C)C)cc1;4.810107;7.032231457;Acetylcholinesterase
O=P1(Nc2ccc(F)cc2)COc2ccccc2OC1;3.3904412;6.50349225;Acetylcholinesterase
Cc1cccc(C2CC(c3ccccc3)Nc3ncnn32)c1;5.372896;7.212002788;Acetylcholinesterase
Fc1ccccc1c1nc2ccccn2c1c1cccnc1;5.0488074;7.2261025;Acetylcholinesterase
CC(C)(C)c1csc(NC(=O)c2cccnc2Cl)n1;5.2435914;6.724857731;Acetylcholinesterase
Cc1cc(Nc2cc(Cl)cc(C(F)(F)F)c2)nc(N)n1;3.7581138;6.817210846;Acetylcholinesterase
Fc1ccc(c2nn3cccc(F)c3c2c2ccncc2)cc1;3.7433259;7.374149478;Acetylcholinesterase
C[C@@H]1O[C@H](C2CCCCC2)C([Si](C)(C)C)=C(Cl)[C@H]1C;4.6487522;4.449164183;Acetylcholinesterase
CC1(C)Oc2cc3oc(=O)cc(O)c3cc2-c2ccccc21;3.1967208;7.599744873;Acetylcholinesterase
Cc1cc(C)n(c2nc(c3ccc(Cl)cc3)cs2)n1;5.0043018;6.893349292;Acetylcholinesterase
Cc1ccncc1c1cccc2c(c3ccc(F)cc3)noc12;5.248336;8.495076597;Acetylcholinesterase
O=C(Nc1cccnc1)c1cc2c(ccc3ccccc32)o1;5.1005763;7.691393002;Acetylcholinesterase
FC(F)(F)c1ccc2c(c1)nc(c1cccnc1)n2C1CC1;5.6141916;6.386464639;Acetylcholinesterase
Cc1nn(C(C)(C)C)c2nc(C(F)(F)F)sc(=S)c12;3.9818543;6.024807021;Acetylcholinesterase
Fc1ccc(c2nnc(c3ccc(Cl)cc3Cl)o2)cc1;4.508992;7.437598183;Acetylcholinesterase
Cc1ccc(NC(=O)c2ccc3snnc3c2)cc1Cl;5.4526597;7.529246312;Acetylcholinesterase
Nc1cccc(c2cn3nc(c4cccs4)sc3n2)c1;5.67436;6.50349225;Acetylcholinesterase
Oc1nncc2c3ccccc3n(Cc3cccc(Cl)c3)c12;4.6606435;8.339979763;Acetylcholinesterase
O=C(Nc1nc2c(ccc3ccccc32)s1)c1ccco1;4.9246188;7.324800485;Acetylcholinesterase
Clc1ccc(/C=C/c2nc3ccccc3s2)cc1Cl;4.3607592;6.942698285;Acetylcholinesterase
Clc1ccc(Oc2nc3ccccc3n3cccc23)cc1;5.9462593;7.324800485;Acetylcholinesterase
Cc1nc(O)c(C#N)cc1c1csc(c2ccccc2)n1;5.132464;6.782666551;Acetylcholinesterase
c1ccc(c2sc3ccccc3c2N2CCCCC2)cc1;2.1545623;6.854575084;Acetylcholinesterase
COCc1c(C(=O)N2CCc3ccccc32)oc2ccccc12;4.935572;7.120354658;Acetylcholinesterase
CC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccccc1;3.574956;7.092155234;Acetylcholinesterase
O=C1Nc2ccccc2/C1=C/c1ccc(N2CCCC2)cc1;6.549011;7.987486958;Acetylcholinesterase
O=C1Nc2cc(c3ccc(O)cc3)ccc2C1=Cc1ccc[nH]1;5.66402;7.592695017;Acetylcholinesterase
CCn1c2ccccc2c2c(=O)oc(c3ccccc3)cc21;6.5757276;8.213082353;Acetylcholinesterase
CC1CCCC(C)N1C(=O)c1cc(c2cccs2)on1;5.9252178;6.281421783;Acetylcholinesterase
Clc1ccccc1c1nnc(c2ccccc2Cl)o1;4.529296;6.837655429;Acetylcholinesterase
N#Cc1c(NC(=O)C2CCCCC2)sc2c1CCCC2;5.0944116;6.037496762;Acetylcholinesterase
N#C/C(=C\c1cccc(Cl)c1)c1ccc(Cl)c(Cl)c1;3.549601;6.910973932;Acetylcholinesterase
Cc1nn(C)c(Nc2ccc(C(F)(F)F)cc2)c1C#N;3.3341858;6.393514495;Acetylcholinesterase
Cc1ccc(NC(=O)n2ncc3c(C)cccc32)c(C)c1;5.2911612;8.022736239;Acetylcholinesterase
c1csc(c2cn3c(cn2)ncc3c2ccncc2)c1;4.6529088;5.854200503;Acetylcholinesterase
O=c1ncn(c2cc(Cl)cc(Cl)c2)c2ccccc12;4.2198566;7.155603939;Acetylcholinesterase
Cc1nn2cc(c3cccc(Cl)c3)cnc2c1Cl;5.3384958;6.69454335;Acetylcholinesterase
O=C1c2ccccc2-c2nnc(c3ccc(F)c(F)c3)cc21;4.993566;8.699522424;Acetylcholinesterase
c1ccc(n2ccc(c3nnc4n3CCCCC4)c2)cc1;6.2379951;7.656143722;Acetylcholinesterase
Cc1nc(c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)no1;4.5265977;6.485162624;Acetylcholinesterase
Clc1cccc2c1CN1CN2Cc2c(Cl)cccc21;4.8456291;6.607125134;Acetylcholinesterase
Cc1ccc(O)c(c2cc(c3ccccc3)nc(N)n2)c1;3.486873;7.282501349;Acetylcholinesterase
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl;2.8458;4.445639255;Acetylcholinesterase
Cc1nc2c(c3ccccc3)c(C)nn2c(O)c1Cl;4.7456496;5.675134158;Acetylcholinesterase
CC(C)(C)C1=Nn2c(nnc2C2CCCCC2)SC1;5.9347012;5.90284451;Acetylcholinesterase
CC1=CC(C)(C)N=C2C[C@]3(C)C(=O)C(C)(C)N=C3C(C)=C12;6.6652144;5.932453906;Acetylcholinesterase
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nccn1-2;3.7657532;7.021656673;Acetylcholinesterase
CCOC(=O)c1nc2cc(C(F)(F)F)ccc2s1;3.9800768;5.885924856;Acetylcholinesterase
O=C(c1ccc(Cl)cc1Cl)n1nnc2ccccc21;5.3634728;6.748122256;Acetylcholinesterase
O=C1O/C(=N\c2ccc(Cl)cc2F)C2=C1CCCC2;5.6712763;7.078055522;Acetylcholinesterase
CC1=NN(c2ccccc2)C(=O)/C1=C\c1cc(C)n(C)c1C;6.0913881;7.367099622;Acetylcholinesterase
O=C1OCc2cc(c3ccc(c4cnco4)s3)ccc21;4.0957605;7.042806241;Acetylcholinesterase
C[C@@]1(/C=C/Cl)C[C@@](C)(Cl)[C@H](Cl)C[C@H]1Cl;4.675847;5.328986224;Acetylcholinesterase
O=C1NC(=O)C(=Cc2ccc(c3ccc(F)cc3)o2)S1;4.901787;7.169703651;Acetylcholinesterase
O=C1c2cccn2-c2ccccc2OC1c1ccccc1;2.6717327;7.028001543;Acetylcholinesterase
Cc1nc(C#Cc2cncc(Oc3cccnc3)c2)cs1;4.713963;6.360380171;Acetylcholinesterase
N#Cc1cccnc1Oc1ccccc1Br;4.8113415;5.934568863;Acetylcholinesterase
c1ccc(c2nn3c(C4CCCCC4)nnc3s2)cc1;5.829369;6.671983811;Acetylcholinesterase
C=C1C(C)=C(C#N)C(=O)N1c1cccc(C(F)(F)F)c1;5.9439015;6.586680552;Acetylcholinesterase
Cc1ccc2c(c1)C(=O)C(=O)N2Cc1ccc(Cl)cc1;5.7861531;7.5151466;Acetylcholinesterase
O=C(Nc1nc2c(F)cc(F)cc2s1)c1ccco1;4.852656;6.224317948;Acetylcholinesterase
Cc1nn2c(c3cccnc3)ccnc2c1c1ccccc1;5.768357;7.994536814;Acetylcholinesterase
Clc1ccc(/C=C2\COc3ccc(Cl)cc3C2)cc1;2.2124816;7.141504227;Acetylcholinesterase
Cc1nnn2c1-c1ccccc1N(c1ccccc1)CC2;4.655552;6.331475761;Acetylcholinesterase
Cc1nc2ccc(O)nc2n1c1ccccc1C(F)(F)F;3.4568912;6.536626574;Acetylcholinesterase
Cc1c(N2C3CCC2CC(C)(O)C3)ccc(C#N)c1Cl;6.4361528;5.537661965;Acetylcholinesterase
O=C1OC(C(Cl)(Cl)Cl)Sc2ccccc21;3.9789078;6.02339705;Acetylcholinesterase
Cc1ccc(C2=NC(=O)/C(=C/c3ccncc3)S2)cc1;4.8659643;7.663193578;Acetylcholinesterase
Fc1ccc(c2cnn3c(c4ccncc4)ccnc23)cc1;5.496958;7.663193578;Acetylcholinesterase
Cc1nc(Cl)c2[nH]nc(c3ccc(Cl)cc3)c2n1;5.187224;6.657179113;Acetylcholinesterase
CC(C)(C1=N[C@@H](C(C)(C)C)CO1)C1=N[C@@H](C(C)(C)C)CO1;6.2607528;6.484457638;Acetylcholinesterase
Cc1cccc(OC(=O)c2cncc(Br)c2)c1;4.4116326;6.320900977;Acetylcholinesterase
CC(C)(C)c1cc2ncnc(N3CCCCC3)c2s1;6.1580788;6.306801265;Acetylcholinesterase
O=C1/C(=C/c2ccc(F)c(F)c2)CSc2sccc21;3.9342978;6.629684674;Acetylcholinesterase
Cn1nc2cccnc2c1Nc1ccc(F)c(Cl)c1;4.7421264;6.557776142;Acetylcholinesterase
CC(=O)c1cccc(NC(=O)N2CCc3ccccc3C2)c1;4.9131628;7.691393002;Acetylcholinesterase
CC(C)c1nnc2n1N=C(c1ccc(Cl)cc1)CS2;5.524008;5.946553618;Acetylcholinesterase
CC12CP(=O)(c3ccccc3)CC1C2(Cl)Cl;3.7243724;6.438633574;Acetylcholinesterase
Cc1cccc(c2nc(C#N)c(N3CCCCCC3)o2)c1;5.051046;6.991342292;Acetylcholinesterase
Cc1cccc2c1cnn2C(=O)Nc1cc(F)ccc1F;6.1414582;7.959287534;Acetylcholinesterase
Cc1c(c2ccccc2)nn2cc(c3ccccc3)nnc12;5.8466424;7.733692139;Acetylcholinesterase
O=C1/C(=C/c2cccc(C(F)(F)F)c2)Cc2ccccc21;3.4111576;8.269481202;Acetylcholinesterase
COc1ccc(/C=C2/NC(=O)NC2=O)cn1;4.3395105;5.412879512;Acetylcholinesterase
O=C(/C=C/c1ccc(O)cc1)N1CCCC1=O;3.9633;6.315966078;Acetylcholinesterase
CCCCCCCC(=O)Oc1c(I)cc(C#N)cc1I;5.6426383;5.435439051;Acetylcholinesterase
COCc1cc(C)nc(OCC(=O)N/N=C\c2cc(C)n(c3cccc(C(F)(F)F)c3)c2C)c1C#N;6.742575;7.113304802;Acetylcholinesterase
CCCCN(C)S(=O)(=O)c1ccc(C(=O)N(Cc2ccccn2)c2nc3ccccc3s2)cc1;6.5587272;5.62508018;Acetylcholinesterase
C[C@@H](C(=O)N1CCCC1)[C@H]1CC[C@@H](C[C@@H](C)n2cc(C#CCOc3ccc(C(F)(F)F)cc3)nn2)O1;6.9830677;7.381199334;Acetylcholinesterase
Cc1cc(N(CCC#N)S(=O)(=O)c2ccccc2)ccc1/C=C1\N=C(c2ccc(Cl)cc2)OC1=O;5.2589891;7.55039588;Acetylcholinesterase
COc1ccc(COc2ccc(Cn3cnc4cc(C5=CC6(C)CCCN5C6)cnc43)cc2OC)cn1;8.1085809;7.881739117;Acetylcholinesterase
Cc1ccc(S(=O)(=O)N(Cc2nnc(Cc3cccc(Cl)c3)o2)c2cccc(Cl)c2C)cc1;3.6995661;7.895838829;Acetylcholinesterase
CC1c2nc(NCC(F)F)c(N3CCC(Oc4ccc(F)cc4F)CC3)nc2CCN1C(=O)C(F)F;4.755695;5.745632719;Acetylcholinesterase
O=C1C(=O)N(Cc2ccc(c3ccccc3)cc2)c2ccc(OCCc3ccccc3C(F)(F)F)cc21;5.9714226;8.54442559;Acetylcholinesterase
COc1cc2c(cc1OC)C1OC(CCCCN3C(=O)c4ccccc4C3=O)(C2)OC2=C1C(=O)CCC2;5.079412;8.741821561;Acetylcholinesterase
Cc1cc(Cl)c(S(=O)(=O)N2CCN(c3ccc(F)cc3)CC2)cc1OCC(=O)NC1CCCCC1;6.3860097;7.240202212;Acetylcholinesterase
CCOc1ccc(c2nc3ccccc3c(=O)n2C/C=C/c2ccc(c3cnc4ccccc4n3)cc2)cc1;4.445436;7.479897319;Acetylcholinesterase
Cc1cc(C)c(/C=C/c2onc(C)c2S(=O)(=O)N2CCC(C(=O)NCc3ccco3)CC2)c(C)c1;5.5390596;6.875019666;Acetylcholinesterase
COc1ccc(n2cnc3ccc(c4nnc(SCc5ccc(OC)c(C(F)(F)F)c5)o4)cc32)cc1;5.785712;8.170783217;Acetylcholinesterase
O=C1C(=O)N(Cc2ccc(F)cc2)c2ccc(S(=O)(=O)N3CCC[C@H]3COc3ccc(F)cc3)cc21;6.5977002;8.354079475;Acetylcholinesterase
Cc1nc(n2nc(c3ccccc3)cc2c2ccccc2)sc1C(=O)/C=C/c1cccc([N+](=O)[O-])c1;6.3852495;7.895838829;Acetylcholinesterase
CN(C)c1cc[n+](Cc2ccc(c3ccc(C[n+]4ccc(N(C)C)c5ccccc54)cc3)cc2)c2ccccc12;6.3047436;9.185962495;Acetylcholinesterase
O=C(CSc1nnc(SCc2ccc(Cl)cc2)s1)N1CCN(C(=O)c2ccco2)CC1;5.7511684;6.887004422;Acetylcholinesterase
O=P(O)(O)C(O)(CCCCn1c2c(c3ccccc31)CCSc1ccccc1-2)P(=O)(O)O;1.0818672;5.864070302;Acetylcholinesterase
OC(C[NH2+]CCCCCC[NH2+]CC(O)c1ccc(Cl)c(Cl)c1)c1ccc(Cl)c(Cl)c1;2.6520723;#NUM!;Acetylcholinesterase
O=C(/C=C/c1ccc(OCC(=O)c2cccnc2)cc1)/C=C/c1ccc(OCC(=O)c2cccnc2)cc1;5.602378;7.93108811;Acetylcholinesterase
CCOC(=O)c1ccc(NC(=O)Cn2nc3c4ccccc4n(Cc4cccc(F)c4)cc-3c2=O)cc1;6.4136919;6.984292436;Acetylcholinesterase
Cc1ccc(S(=O)(=O)OCCCOC2Cn3cc(C=O)c4ccc5c6ccccc6n(c5c43)C2)cc1;4.50918;7.994536814;Acetylcholinesterase
CCOc1ccc(c2cc3c(=O)n(Cc4nc(c5ccccc5OCC)oc4C)ccn3n2)cc1Cl;7.1606444;7.176753507;Acetylcholinesterase
CCOC(=O)C1=C(C)NC2=C(C(=O)CCC2)C1c1cc(C(C)CC)c2oc(=O)c(C(=O)OCC)cc2c1;3.1882314;5.826706065;Acetylcholinesterase
CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)/C(=C/c3ccccn3)C2SC1;5.134428;6.137604718;Acetylcholinesterase
COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1C(CC(=O)Oc1cccc(C#N)c1)C2;3.7965072;5.912009323;Acetylcholinesterase
CCN(CC)S(=O)(=O)c1ccc(C(=O)NCc2nnc(S)n2c2ccc(Cl)c(Cl)c2)cc1;5.8065048;6.832015544;Acetylcholinesterase
COc1ccc(COc2ccc(Cn3cnc4cc(C5=CC6(C)CCCN5C6)ccc43)cc2OC)cn1;7.5698826;8.523276022;Acetylcholinesterase
O=C(CSc1nnc(C2CCn3c(C(=O)c4ccccc4)ccc32)o1)c1cc2ccccc2oc1=O;4.7916876;9.009716092;Acetylcholinesterase
Cn1cc(c2cc(S(C)(=O)=O)ccc2Oc2cccc(NCc3ccc(F)cc3)c2)n2cncc2c1=O;4.147737;7.458747751;Acetylcholinesterase
CSc1ccc(CN2C(=O)C(=O)c3cc(S(=O)(=O)N4CCC[C@H]4COc4cccnc4)ccc32)cc1;6.7307674;7.924038253;Acetylcholinesterase
COCc1cc(OC)c(c2csc3c(N(CCCF)Cc4ccccn4)c(OC)nn32)c(OC)c1;6.3020034;4.275737723;Acetylcholinesterase
CCN(C(=O)CSc1ncc(S(=O)(=O)c2ccc(C)c(Cl)c2)c(=O)[nH]1)c1cccc(C)c1;5.8463396;7.5151466;Acetylcholinesterase
CCOC(=O)c1c2c(n(c3ccc(C)cc3)c1C)-c1ccccc1C(=O)C2(C(=O)OCC)C(=O)OCC;2.6691548;5.216893512;Acetylcholinesterase
CC(=O)c1nn(c2ccccc2)cc1C(=O)c1nn(c2ccc(Cl)cc2)cc1C(=O)c1ccccc1;6.2626956;6.165099157;Acetylcholinesterase
CCc1ccc(CNC(=O)C2CCCN(c3nnc(C)c4c(C)n(c5ccc(OC)cc5)nc34)C2)cc1;3.8507664;6.393514495;Acetylcholinesterase
CCOc1cccc(c2c(C(=O)N/N=C/c3ccc(Br)cc3)nnn2c2nonc2N)c1;5.799769;5.799211626;Tyrosine-protein kinase ABL2
CCCC[C@H](C)[C@@H]1CC(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)O1;1.0835291;5.04064711;Tyrosine-protein kinase ABL2
NS(=O)(=O)c1ccc(NC(=S)NC(=O)COc2ccc(Br)cc2Cl)cc1;2.8651668;5.496067814;Tyrosine-protein kinase ABL2
COC(C)(C)C(=O)N1CC[C@](C)(N2CCc3c2nc(N2CCOCC2)nc3c2cnc(N)nc2)C1;1.2444581;5.338856023;Tyrosine-protein kinase ABL2
CC1CNc2c(cccc2S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC(CCO)CC2)C1;1.4953538;5.553876634;Tyrosine-protein kinase ABL2
CC(C)CCN(C(=O)c1ccc(N2CCCC2=O)cc1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O;0.5752296;4.130510687;Tyrosine-protein kinase ABL2
O=c1[nH]c(C2CC[NH+](C3CCCCC3)CC2)nc(N[C@@H]2CCC[NH2+]C2)c1c1nc2ccccc2s1;3.4263175;#NUM!;Tyrosine-protein kinase ABL2
Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NC(C)C(N)=O)[nH]c3ccc(Br)cc23)c1;4.2506211;4.915864657;Tyrosine-protein kinase ABL2
O=C(O[C@H]([C@H](O)CO)[C@H](O)[C@H](O)CO)c1nn(Cc2cc(Cl)cc(Cl)c2)c2ccccc12;3.8657261;5.70544854;Tyrosine-protein kinase ABL2
CS(=O)(=O)Nc1sc2c(c1C(=O)NN1C(=O)CSC1c1cccc([N+](=O)[O-])c1)CCCC2;0.8712704;4.334956514;Tyrosine-protein kinase ABL2
CC(C)(C)C(=O)/C=c1\s/c(=C\c2ccc(c3ccc([N+](=O)[O-])cc3)o2)c(=O)n1CC(=O)NC(N)=O;0.8570729;6.256747286;Tyrosine-protein kinase ABL2
